movie_name,rating,language,year,label_lang_rating,USER RATING
Rat Race,PG-13,English,2001,English - Teen,Not found
Fool's Gold,PG-13,English,2008,English - Teen,5.7
Spider-Man 3,PG-13,English,2007,English - Teen,Not found
Hot Shots!,PG-13,English,1991,English - Teen,Not found
Sherlock Holmes: A Game of Shadows,PG-13,English,2011,English - Teen,Not found
Isle of Dogs,PG-13,English,2018,English - Teen,Not found
Legally Blonde,PG-13,English,2001,English - Teen,Not found
Arrival,PG-13,English,2016,English - Teen,Not found
King Kong,PG-13,English,2005,English - Teen,Not found
Black Adam,PG-13,English,2022,English - Teen,Not found
Moonfall,PG-13,English,2022,English - Teen,Not found
Cinderella Man,PG-13,English,2005,English - Teen,Not found
Dear John,PG-13,English,2010,English - Teen,Not found
Fast & Furious,PG-13,English,2001,English - Teen,Not found
A Good Year,PG-13,English,2006,English - Teen,Not found
The Artist,PG-13,English,2011,English - Teen,Not found
Black Panther: Wakanda Forever,PG-13,English,2022,English - Teen,Not found
Anaconda,PG-13,English,1997,English - Teen,Not found
My Super Ex-Girlfriend,PG-13,English,2006,English - Teen,5.2
The Count of Monte Cristo,PG-13,English,2002,English - Teen,Not found
Tomb Raider,PG-13,English,2018,English - Teen,Not found
Stranger Than Fiction,PG-13,English,2006,English - Teen,Not found
The Midnight Sky,PG-13,English,2020,English - Teen,5.7
Justice League,PG-13,English,2017,English - Teen,Not found
Lady in the Water,PG-13,English,2006,English - Teen,Not found
Now You See Me 2,PG-13,English,2016,English - Teen,Not found
Mafia!,PG-13,English,1998,English - Teen,5.6
The Addams Family,PG-13,English,1991,English - Teen,Not found
Hulk,PG-13,English,2003,English - Teen,Not found
John Tucker Must Die,PG-13,English,2006,English - Teen,5.7
Tomorrow Never Dies,PG-13,English,1997,English - Teen,Not found
The Adam Project,PG-13,English,2022,English - Teen,Not found
World War Z,PG-13,English,2013,English - Teen,Not found
The Invention of Lying,PG-13,English,2009,English - Teen,Not found
Ocean's Thirteen,PG-13,English,2007,English - Teen,Not found
Avatar,PG-13,English,2009,English - Teen,Not found
How to Lose a Guy in 10 Days,PG-13,English,2003,English - Teen,Not found
Wild Oats,PG-13,English,2016,English - Teen,5.7
Skyfall,PG-13,English,2012,English - Teen,Not found
The Boy Downstairs,PG-13,English,2017,English - Teen,5.7
A Quiet Place Part II,PG-13,English,2020,English - Teen,Not found
Eddie the Eagle,PG-13,English,2015,English - Teen,Not found
Survivor,PG-13,English,2015,English - Teen,5.7
Red Sonja,PG-13,English,1985,English - Teen,5.1
The Maze Runner,PG-13,English,2014,English - Teen,Not found
Mortal Engines,PG-13,English,2018,English - Teen,Not found
Jurassic World: Dominion,PG-13,English,2022,English - Teen,Not found
Bend It Like Beckham,PG-13,English,2002,English - Teen,Not found
Captain Marvel,PG-13,English,2019,English - Teen,Not found
Ad Astra,PG-13,English,2019,English - Teen,Not found
Batman & Robin,PG-13,English,1989,English - Teen,Not found
Armageddon,PG-13,English,1998,English - Teen,Not found
Unbreakable,PG-13,English,2000,English - Teen,Not found
Meet the Fockers,PG-13,English,2004,English - Teen,Not found
Crossover,PG-13,English,2006,English - Teen,Not found
The Hunger Games: Mockingjay - Part 2,PG-13,English,2015,English - Teen,Not found
What to Expect When You're Expecting,PG-13,English,2012,English - Teen,5.7
The Magnificent Seven,PG-13,English,2016,English - Teen,Not found
The Tomorrow War,PG-13,English,2021,English - Teen,Not found
Twilight,PG-13,English,2008,English - Teen,Not found
Stonebrook,PG-13,English,1999,English - Teen,5.1
The Family Man,PG-13,English,2000,English - Teen,Not found
Funny About Love,PG-13,English,1990,English - Teen,Not found
Just Like Heaven,PG-13,English,2005,English - Teen,Not found
Suicide Squad,PG-13,English,2016,English - Teen,Not found
The Lord of the Rings: The Return of the King,PG-13,English,2003,English - Teen,Not found
Van Helsing,PG-13,English,2004,English - Teen,Not found
Licence to Kill,PG-13,English,1989,English - Teen,Not found
Star Trek,PG-13,English,2009,English - Teen,Not found
Insidious: The Last Key,PG-13,English,2018,English - Teen,5.7
Avengers: Infinity War,PG-13,English,2018,English - Teen,Not found
Mission: Impossible III,PG-13,English,2006,English - Teen,Not found
Star Trek Beyond,PG-13,English,2016,English - Teen,Not found
Chaos Walking,PG-13,English,2021,English - Teen,5.7
Venom,PG-13,English,2018,English - Teen,Not found
Worth Winning,PG-13,English,1989,English - Teen,5.7
The Fate of the Furious,PG-13,English,2017,English - Teen,Not found
Clear and Present Danger,PG-13,English,1994,English - Teen,Not found
Captain America: The First Avenger,PG-13,English,2011,English - Teen,Not found
Abduction,PG-13,English,2011,English - Teen,5.1
The Hunger Games,PG-13,English,2012,English - Teen,Not found
Man of Steel,PG-13,English,2013,English - Teen,Not found
Failure to Launch,PG-13,English,2006,English - Teen,5.7
Minority Report,PG-13,English,2002,English - Teen,Not found
Weird Science,PG-13,English,1985,English - Teen,Not found
Quantum of Solace,PG-13,English,2008,English - Teen,Not found
Godzilla vs. Kong,PG-13,English,2021,English - Teen,Not found
The Great Wall,PG-13,English,2016,English - Teen,Not found
Everest,PG-13,English,2015,English - Teen,Not found
Mission: Impossible - Ghost Protocol,PG-13,English,2011,English - Teen,Not found
He's Just Not That Into You,PG-13,English,2009,English - Teen,Not found
Jack Ryan: Shadow Recruit,PG-13,English,2014,English - Teen,Not found
The Grudge 2,PG-13,English,2006,English - Teen,5.1
Gremlins 2: The New Batch,PG-13,English,1990,English - Teen,Not found
Atlas,PG-13,English,2024,English - Teen,5.6
The Lovely Bones,PG-13,English,2009,English - Teen,Not found
Captain America: Civil War,PG-13,English,2016,English - Teen,Not found
Scott Pilgrim vs. the World,PG-13,English,2010,English - Teen,Not found
Seven Minutes in Heaven,PG-13,English,1986,English - Teen,Not found
The Fall Guy,PG-13,English,2024,English - Teen,Not found
The Break-Up,PG-13,English,2006,English - Teen,Not found
A Birder's Guide to Everything,PG-13,English,2013,English - Teen,Not found
Guardians of the Galaxy Vol. 2,PG-13,English,2017,English - Teen,Not found
Mr. Deeds,PG-13,English,2002,English - Teen,Not found
The Meg,PG-13,English,2018,English - Teen,Not found
Just Friends,PG-13,English,2005,English - Teen,Not found
Jurassic World: Fallen Kingdom,PG-13,English,2018,English - Teen,Not found
The Italian Job,PG-13,English,2003,English - Teen,Not found
Spider-Man: Homecoming,PG-13,English,2017,English - Teen,Not found
A.I. Artificial Intelligence,PG-13,English,2001,English - Teen,Not found
Bloodshot,PG-13,English,2020,English - Teen,5.7
Preacher's Kid,PG-13,English,2010,English - Teen,5.1
The Phantom of the Opera,PG-13,English,2004,English - Teen,Not found
The Rundown,PG-13,English,2003,English - Teen,Not found
The Father,PG-13,English,2020,English - Teen,Not found
Doctor Strange,PG-13,English,2016,English - Teen,Not found
Stealth,PG-13,English,2005,English - Teen,5.1
Crocodile Dundee,PG-13,English,1986,English - Teen,Not found
Daddy's Home,PG-13,English,2015,English - Teen,Not found
Sweet Home Alabama,PG-13,English,2002,English - Teen,Not found
"I, Frankenstein",PG-13,English,2014,English - Teen,5.1
Ant-Man,PG-13,English,2015,English - Teen,Not found
The Twilight Saga: Breaking Dawn - Part 1,PG-13,English,2011,English - Teen,Not found
The Lord of the Rings: The Two Towers,PG-13,English,2002,English - Teen,Not found
Spectre,PG-13,English,2015,English - Teen,Not found
Insidious: Chapter 3,PG-13,English,2015,English - Teen,Not found
Concussion,PG-13,English,2015,English - Teen,Not found
2012,PG-13,English,2009,English - Teen,Not found
Dylan Dog: Dead of Night,PG-13,English,2010,English - Teen,5.1
The Age of Adaline,PG-13,English,2015,English - Teen,Not found
Interstellar,PG-13,English,2014,English - Teen,Not found
Master and Commander: The Far Side of the World,PG-13,English,2003,English - Teen,Not found
Wonder Woman 1984,PG-13,English,2020,English - Teen,Not found
Escape Room,PG-13,English,2019,English - Teen,Not found
The Magnificent Seven,PG-13,English,2016,English - Teen,Not found
Batman Forever,PG-13,English,1995,English - Teen,Not found
The Box,PG-13,English,2009,English - Teen,3.4
The Confirmation,PG-13,English,2016,English - Teen,Not found
Bubble Boy,PG-13,English,2001,English - Teen,5.7
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,English,2003,English - Teen,Not found
The Mummy: Tomb of the Dragon Emperor,PG-13,English,2008,English - Teen,Not found
Wonder Woman,PG-13,English,2017,English - Teen,Not found
Hope Gap,PG-13,English,2019,English - Teen,Not found
Mars Attacks!,PG-13,English,1996,English - Teen,Not found
Cloverfield,PG-13,English,2008,English - Teen,Not found
One Day,PG-13,English,2011,English - Teen,Not found
Solo: A Star Wars Story,PG-13,English,2018,English - Teen,Not found
Alita: Battle Angel,PG-13,English,2019,English - Teen,Not found
Endless Love,PG-13,English,2014,English - Teen,4.9
Flightplan,PG-13,English,2005,English - Teen,Not found
Men in Black,PG-13,English,1997,English - Teen,Not found
Aquaman,PG-13,English,2018,English - Teen,Not found
Thor: Ragnarok,PG-13,English,2017,English - Teen,Not found
Big Momma's House,PG-13,English,2000,English - Teen,5.3
Superman Returns,PG-13,English,2006,English - Teen,Not found
Sherlock Holmes,PG-13,English,2009,English - Teen,Not found
I Am Legend,PG-13,English,2007,English - Teen,Not found
Angels & Demons,PG-13,English,2009,English - Teen,Not found
Moulin Rouge!,PG-13,English,2001,English - Teen,Not found
Notting Hill,PG-13,English,1999,English - Teen,Not found
Runaway Jury,PG-13,English,2003,English - Teen,Not found
The Stepford Wives,PG-13,English,2004,English - Teen,5.4
The Ring Two,PG-13,English,2005,English - Teen,Not found
Remember Me,PG-13,English,2010,English - Teen,Not found
Blended,PG-13,English,2014,English - Teen,Not found
Pirates of the Great Salt Lake,PG-13,English,2006,English - Teen,5.3
Marley & Me,PG-13,English,2012,English - Teen,Not found
Vicky Cristina Barcelona,PG-13,English,2008,English - Teen,Not found
Lara Croft: Tomb Raider,PG-13,English,2001,English - Teen,Not found
The Imitation Game,PG-13,English,2014,English - Teen,Not found
Just Married,PG-13,English,2003,English - Teen,5.5
Mr. & Mrs. Smith,PG-13,English,2005,English - Teen,Not found
Planet of the Apes,PG-13,English,2001,English - Teen,Not found
500 Days of Summer,PG-13,English,2009,English - Teen,Not found
The Losers,PG-13,English,2010,English - Teen,5.3
Mad Love,PG-13,English,1995,English - Teen,Not found
Titanic,PG-13,English,1997,English - Teen,Not found
The Promise,PG-13,English,2016,English - Teen,Not found
Dante's Peak,PG-13,English,1997,English - Teen,Not found
Hot Shots! Part Deux,PG-13,English,1993,English - Teen,Not found
R.I.P.D.,PG-13,English,2013,English - Teen,Not found
Romeo + Juliet,PG-13,English,1996,English - Teen,Not found
The Expendables 3,PG-13,English,2014,English - Teen,Not found
Spider-Man 2,PG-13,English,2004,English - Teen,Not found
Dune,PG-13,English,1984,English - Teen,Not found
The Proposal,PG-13,English,2009,English - Teen,Not found
Farewell to the King,PG-13,English,1989,English - Teen,Not found
Never Been Kissed,PG-13,English,1999,English - Teen,Not found
Barely Lethal,PG-13,English,2015,English - Teen,5.4
47 Meters Down: Uncaged,PG-13,English,2019,English - Teen,5.0
Blood and Chocolate,PG-13,English,2007,English - Teen,5.3
Eternals,PG-13,English,2021,English - Teen,Not found
The Nutty Professor,PG-13,English,1996,English - Teen,Not found
The Wedding Singer,PG-13,English,1998,English - Teen,Not found
Behind Enemy Lines,PG-13,English,2001,English - Teen,Not found
The Boy,PG-13,English,2016,English - Teen,Not found
If Looks Could Kill,PG-13,English,1991,English - Teen,Not found
50 First Dates,PG-13,English,2004,English - Teen,Not found
Arthur & Merlin,PG-13,English,2011,English - Teen,Not found
U.S. Marshals,PG-13,English,1998,English - Teen,Not found
When in Rome,PG-13,English,2010,English - Teen,5.5
S.W.A.T.,PG-13,English,2003,English - Teen,Not found
Lights Out,PG-13,English,2016,English - Teen,Not found
Invictus,PG-13,English,2009,English - Teen,Not found
Drag Me to Hell,PG-13,English,2009,English - Teen,Not found
The Whole Ten Yards,PG-13,English,2004,English - Teen,5.5
Assassin's Creed,PG-13,English,2016,English - Teen,Not found
Beastly,PG-13,English,2011,English - Teen,5.5
King Arthur,PG-13,English,2004,English - Teen,Not found
Twister,PG-13,English,1996,English - Teen,Not found
She's All That,PG-13,English,1999,English - Teen,Not found
The Sum of All Fears,PG-13,English,2002,English - Teen,Not found
The Fault in Our Stars,PG-13,English,2014,English - Teen,Not found
Easy A,PG-13,English,2010,English - Teen,Not found
Super 8,PG-13,English,2011,English - Teen,Not found
House at the End of the Street,PG-13,English,2012,English - Teen,5.5
The Hustle,PG-13,English,2019,English - Teen,5.5
The Terminal,PG-13,English,2004,English - Teen,Not found
Valkyrie,PG-13,English,2008,English - Teen,Not found
King & Country,PG-13,English,2005,English - Teen,Not found
Snow Flower and the Secret Fan,PG-13,English,2011,English - Teen,Not found
Terminator Genisys,PG-13,English,2015,English - Teen,Not found
Serenity,PG-13,English,2005,English - Teen,Not found
The Lost World: Jurassic Park,PG-13,English,1997,English - Teen,Not found
Deep Impact,PG-13,English,1998,English - Teen,Not found
Jack & Diane,PG-13,English,1996,English - Teen,Not found
Coyote Ugly,PG-13,English,2000,English - Teen,Not found
Unknown,PG-13,English,2011,English - Teen,Not found
Joe's Apartment,PG-13,English,1996,English - Teen,5.5
Guardians of the Galaxy,PG-13,English,2014,English - Teen,Not found
The Bounty Hunter,PG-13,English,2010,English - Teen,Not found
Gravity,PG-13,English,2013,English - Teen,Not found
My Stepmother Is an Alien,PG-13,English,1988,English - Teen,5.4
Land of the Lost,PG-13,English,2009,English - Teen,5.3
Red Dawn,PG-13,English,2012,English - Teen,5.3
Ghost Rider,PG-13,English,2007,English - Teen,Not found
The Birds,PG-13,English,1963,English - Teen,Not found
Mama,PG-13,English,2013,English - Teen,Not found
The Wedding Planner,PG-13,English,2001,English - Teen,5.4
One for the Money,PG-13,English,2012,English - Teen,5.3
Finch,PG-13,English,2021,English - Teen,Not found
The Notebook,PG-13,English,2004,English - Teen,Not found
"Hail, Caesar!",PG-13,English,2016,English - Teen,Not found
The Lucky One,PG-13,English,2012,English - Teen,Not found
Doubt,PG-13,English,2008,English - Teen,Not found
The Ring,PG-13,English,2002,English - Teen,Not found
Warm Bodies,PG-13,English,2013,English - Teen,Not found
Non-Stop,PG-13,English,2014,English - Teen,Not found
Entrapment,PG-13,English,1999,English - Teen,Not found
Tremors,PG-13,English,1990,English - Teen,Not found
The Perfect Storm,PG-13,English,2000,English - Teen,Not found
Countdown,PG-13,English,2019,English - Teen,5.4
License to Wed,PG-13,English,2007,English - Teen,5.3
Charlie's Angels,PG-13,English,2000,English - Teen,5.0
War Horse,PG-13,English,2011,English - Teen,Not found
How Do You Know,PG-13,English,2010,English - Teen,5.4
Captain America: The Winter Soldier,PG-13,English,2014,English - Teen,Not found
The Monuments Men,PG-13,English,2014,English - Teen,Not found
The Cloverfield Paradox,PG-13,English,2018,English - Teen,Not found
Red Eye,PG-13,English,2005,English - Teen,Not found
Harold & Kumar Go to White Castle,PG-13,English,2008,English - Teen,Not found
Shanghai Noon,PG-13,English,2000,English - Teen,Not found
The Bourne Ultimatum,PG-13,English,2007,English - Teen,Not found
Aloha,PG-13,English,2015,English - Teen,5.4
Clueless,PG-13,English,1995,English - Teen,Not found
Gattaca,PG-13,English,1997,English - Teen,Not found
La La Land,PG-13,English,2016,English - Teen,Not found
Doctor Strange in the Multiverse of Madness,PG-13,English,2022,English - Teen,Not found
Australia,PG-13,English,2008,English - Teen,Not found
The Post,PG-13,English,2017,English - Teen,Not found
Matchstick Men,PG-13,English,2003,English - Teen,Not found
The Great Gatsby,PG-13,English,2013,English - Teen,Not found
Maybe I Do,PG-13,English,2023,English - Teen,5.0
Mission: Impossible II,PG-13,English,2000,English - Teen,Not found
Jack Reacher: Never Go Back,PG-13,English,2016,English - Teen,Not found
RED,PG-13,English,2010,English - Teen,Not found
Free Guy,PG-13,English,2021,English - Teen,Not found
Ready to Rumble,PG-13,English,2000,English - Teen,5.4
Memoirs of a Geisha,PG-13,English,2005,English - Teen,Not found
The Three Musketeers,PG-13,English,2011,English - Teen,Not found
Planet of the Apes,PG-13,English,2001,English - Teen,Not found
The Lone Ranger,PG-13,English,2013,English - Teen,Not found
The Face of Love,PG-13,English,2013,English - Teen,Not found
Get Smart,PG-13,English,2008,English - Teen,Not found
Head Over Heels,PG-13,English,2001,English - Teen,5.4
Contagion,PG-13,English,2011,English - Teen,Not found
Hannibal Brooks,PG-13,English,1969,English - Teen,Not found
Taken 3,PG-13,English,2014,English - Teen,Not found
The Island,PG-13,English,2005,English - Teen,Not found
Fast & Furious Presents: Hobbs & Shaw,PG-13,English,2001,English - Teen,Not found
Robin Hood,PG-13,English,2010,English - Teen,5.4
The Tuxedo,PG-13,English,2002,English - Teen,5.4
Sahara,PG-13,English,2005,English - Teen,Not found
The Holiday,PG-13,English,2006,English - Teen,Not found
Venom: Let There Be Carnage,PG-13,English,2021,English - Teen,Not found
Geostorm,PG-13,English,2017,English - Teen,Not found
Terminator Salvation,PG-13,English,2009,English - Teen,Not found
The Haunting,PG-13,English,1999,English - Teen,5.0
The Vow,PG-13,English,2012,English - Teen,Not found
The Pelican Brief,PG-13,English,1993,English - Teen,Not found
Forrest Gump,PG-13,English,1994,English - Teen,Not found
Safe Haven,PG-13,English,2013,English - Teen,Not found
You Don't Mess with the Zohan,PG-13,English,2008,English - Teen,Not found
The Dark Tower,PG-13,English,2017,English - Teen,Not found
Hollywood Homicide,PG-13,English,2003,English - Teen,5.4
Superman,PG-13,English,2025,English - Teen,Not found
The Guardian,PG-13,English,2006,English - Teen,Not found
Excess Baggage,PG-13,English,1997,English - Teen,5.4
Premium Rush,PG-13,English,2012,English - Teen,Not found
Men in Black II,PG-13,English,2002,English - Teen,Not found
Jason Bourne,PG-13,English,2016,English - Teen,Not found
Live Free or Die Hard,PG-13,English,2007,English - Teen,Not found
Deepwater Horizon,PG-13,English,2016,English - Teen,Not found
The Shallows,PG-13,English,2016,English - Teen,Not found
Indiana Jones and the Last Crusade,PG-13,English,1989,English - Teen,Not found
Monster-in-Law,PG-13,English,2005,English - Teen,5.6
The Simpsons Movie,PG-13,English,2007,English - Teen,Not found
Simply Irresistible,PG-13,English,1999,English - Teen,5.2
The Lost City,PG-13,English,2022,English - Teen,Not found
Die Another Day,PG-13,English,2002,English - Teen,Not found
Miss Congeniality 2: Armed & Fabulous,PG-13,English,2005,English - Teen,5.2
Uncharted,PG-13,English,2022,English - Teen,Not found
10 Things I Hate About You,PG-13,English,1999,English - Teen,Not found
Transformers: Age of Extinction,PG-13,English,2014,English - Teen,Not found
The Circle,PG-13,English,2017,English - Teen,Not found
Extremely Loud & Incredibly Close,PG-13,English,2011,English - Teen,Not found
Showtime,PG-13,English,2002,English - Teen,5.6
The Bucket List,PG-13,English,2007,English - Teen,Not found
The Cable Guy,PG-13,English,1996,English - Teen,Not found
Rise of the Planet of the Apes,PG-13,English,2011,English - Teen,Not found
The Man from U.N.C.L.E.,PG-13,English,2015,English - Teen,Not found
Gone in 60 Seconds,PG-13,English,2000,English - Teen,Not found
The Accidental Husband,PG-13,English,2008,English - Teen,5.6
Pitch Perfect,PG-13,English,2012,English - Teen,Not found
Dark Water,PG-13,English,2005,English - Teen,5.6
The Guardian,PG-13,English,2006,English - Teen,5.6
John Carter,PG-13,English,2012,English - Teen,Not found
The Twilight Saga: Eclipse,PG-13,English,2010,English - Teen,Not found
Mission: Impossible,PG-13,English,2011,English - Teen,Not found
The Transporter Refueled,PG-13,English,2015,English - Teen,5.2
Underwater,PG-13,English,2020,English - Teen,Not found
About a Boy,PG-13,English,2002,English - Teen,Not found
The Incredible Hulk,PG-13,English,2008,English - Teen,Not found
Charlie's Angels,PG-13,English,2000,English - Teen,Not found
Chocolat,PG-13,English,2000,English - Teen,Not found
Be Cool,PG-13,English,2005,English - Teen,5.6
Breaking In,PG-13,English,2018,English - Teen,Not found
New Year's Eve,PG-13,English,2011,English - Teen,5.6
Pacific Rim,PG-13,English,2013,English - Teen,Not found
"You, Me and Dupree",PG-13,English,2006,English - Teen,5.6
Stargate,PG-13,English,1994,English - Teen,Not found
The Box,PG-13,English,2009,English - Teen,5.6
Cabin Boy,PG-13,English,1994,English - Teen,Not found
Valentine's Day,PG-13,English,2010,English - Teen,Not found
Harold & Kumar Escape from Guantanamo Bay,PG-13,English,2008,English - Teen,Not found
Searching,PG-13,English,2018,English - Teen,Not found
"Crazy, Stupid, Love.",PG-13,English,2011,English - Teen,Not found
Happy Death Day,PG-13,English,2017,English - Teen,Not found
Sing Street,PG-13,English,2016,English - Teen,Not found
Taken,PG-13,English,2008,English - Teen,Not found
As Good as It Gets,PG-13,English,1997,English - Teen,Not found
Timeline,PG-13,English,2003,English - Teen,5.6
The Cave,PG-13,English,2005,English - Teen,5.2
Ed and His Dead Mother,PG-13,English,1993,English - Teen,Not found
Iron Man,PG-13,English,2008,English - Teen,Not found
Black Widow,PG-13,English,2021,English - Teen,Not found
Shang-Chi and the Legend of the Ten Rings,PG-13,English,2021,English - Teen,Not found
Me Before You,PG-13,English,2016,English - Teen,Not found
Divergent,PG-13,English,2014,English - Teen,Not found
Les Misérables,PG-13,English,2012,English - Teen,Not found
The Hours,PG-13,English,2002,English - Teen,Not found
A Madea Christmas,PG-13,English,2013,English - Teen,5.2
Bumblebee,PG-13,English,2018,English - Teen,Not found
The Abyss,PG-13,English,1989,English - Teen,Not found
Iron Eagle,PG-13,English,1986,English - Teen,5.6
Top Gun: Maverick,PG-13,English,2022,English - Teen,Not found
Paper Towns,PG-13,English,2015,English - Teen,Not found
The Da Vinci Code,PG-13,English,2006,English - Teen,Not found
I Now Pronounce You Chuck & Larry,PG-13,English,2007,English - Teen,Not found
Sahara,PG-13,English,2005,English - Teen,Not found
The Avengers,PG-13,English,2012,English - Teen,Not found
Dirty Dancing,PG-13,English,1987,English - Teen,Not found
Brooklyn,PG-13,English,2015,English - Teen,Not found
The Hunger Games: Mockingjay - Part 1,PG-13,English,2014,English - Teen,Not found
Another Stakeout,PG-13,English,1993,English - Teen,5.6
Volcano,PG-13,English,1997,English - Teen,5.6
Thunderbolts,PG-13,English,2025,English - Teen,Not found
Just Go with It,PG-13,English,2011,English - Teen,Not found
Batman,PG-13,English,1989,English - Teen,Not found
The Peanut Butter Falcon,PG-13,English,2019,English - Teen,Not found
San Andreas,PG-13,English,2015,English - Teen,Not found
Godzilla: King of the Monsters,PG-13,English,2019,English - Teen,Not found
Monster Hunter,PG-13,English,2020,English - Teen,5.2
The Recruit,PG-13,English,2003,English - Teen,Not found
Pearl Harbor,PG-13,English,2001,English - Teen,Not found
Tommy Boy,PG-13,English,1995,English - Teen,Not found
Lars and the Real Girl,PG-13,English,2007,English - Teen,Not found
Robin Hood: Men in Tights,PG-13,English,1993,English - Teen,Not found
Transporter 3,PG-13,English,2008,English - Teen,Not found
The World Is Not Enough,PG-13,English,1999,English - Teen,Not found
Austin Powers: International Man of Mystery,PG-13,English,1997,English - Teen,Not found
Catherine Called Birdy,PG-13,English,2022,English - Teen,Not found
Jumper,PG-13,English,2008,English - Teen,Not found
Replicas,PG-13,English,2018,English - Teen,5.5
Picture Perfect,PG-13,English,1997,English - Teen,5.5
Ocean's Twelve,PG-13,English,2004,English - Teen,Not found
The Cider House Rules,PG-13,English,1999,English - Teen,Not found
Hunt for the Wilderpeople,PG-13,English,2016,English - Teen,Not found
Furious 7,PG-13,English,2015,English - Teen,Not found
Unstoppable,PG-13,English,2010,English - Teen,Not found
Robin Hood,PG-13,English,2010,English - Teen,Not found
Rush Hour,PG-13,English,1998,English - Teen,Not found
Furious 6,PG-13,English,2013,English - Teen,Not found
Shanghai Knights,PG-13,English,2003,English - Teen,Not found
The Fugitive,PG-13,English,1993,English - Teen,Not found
Bridge of Spies,PG-13,English,2015,English - Teen,Not found
Robin Hood,PG-13,English,2010,English - Teen,Not found
The Illusionist,PG-13,English,2006,English - Teen,Not found
Midway,PG-13,English,2019,English - Teen,Not found
Greyhound,PG-13,English,2020,English - Teen,Not found
Gleaming the Cube,PG-13,English,1989,English - Teen,Not found
Cast Away,PG-13,English,2000,English - Teen,Not found
The Darkest Hour,PG-13,English,2011,English - Teen,4.9
The Mummy,PG-13,English,1999,English - Teen,Not found
The Way Back,PG-13,English,2010,English - Teen,Not found
X-Men Origins: Wolverine,PG-13,English,2009,English - Teen,Not found
Seventh Son,PG-13,English,2014,English - Teen,5.5
Captain Phillips,PG-13,English,2013,English - Teen,Not found
Voyagers,PG-13,English,2021,English - Teen,5.5
Miss Peregrine's Home for Peculiar Children,PG-13,English,2016,English - Teen,Not found
Iron Man 2,PG-13,English,2010,English - Teen,Not found
47 Meters Down,PG-13,English,2017,English - Teen,5.6
Devil,PG-13,English,2010,English - Teen,Not found
So Undercover,PG-13,English,2012,English - Teen,5.0
The Bourne Supremacy,PG-13,English,2004,English - Teen,Not found
Now You See Me,PG-13,English,2013,English - Teen,Not found
Source Code,PG-13,English,2011,English - Teen,Not found
A Guy Thing,PG-13,English,2003,English - Teen,5.6
Skyscraper,PG-13,English,2018,English - Teen,Not found
Meet the Parents,PG-13,English,2000,English - Teen,Not found
Robin Hood: Prince of Thieves,PG-13,English,1991,English - Teen,Not found
Pixels,PG-13,English,2015,English - Teen,Not found
Knowing,PG-13,English,2009,English - Teen,Not found
The Transporter,PG-13,English,2002,English - Teen,Not found
Chronicle,PG-13,English,2012,English - Teen,Not found
X-Men: Days of Future Past,PG-13,English,2014,English - Teen,Not found
Battleship,PG-13,English,2012,English - Teen,Not found
Black Knight,PG-13,English,2001,English - Teen,5.0
Dances with Wolves,PG-13,English,1990,English - Teen,Not found
The Others,PG-13,English,2001,English - Teen,Not found
My Best Friend's Wedding,PG-13,English,1997,English - Teen,Not found
The Hunger Games: Catching Fire,PG-13,English,2013,English - Teen,Not found
A Knight's Tale,PG-13,English,2001,English - Teen,Not found
The DUFF,PG-13,English,2015,English - Teen,Not found
Alchemy,PG-13,English,2005,English - Teen,5.2
Insidious,PG-13,English,2010,English - Teen,Not found
X-Men: Dark Phoenix,PG-13,English,2019,English - Teen,Not found
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,English,2008,English - Teen,Not found
xXx,PG-13,English,2002,English - Teen,Not found
Inferno,PG-13,English,2016,English - Teen,Not found
Killers,PG-13,English,2010,English - Teen,5.5
Spawn,PG-13,English,1997,English - Teen,5.2
Just My Luck,PG-13,English,2006,English - Teen,5.5
Secret Window,PG-13,English,2004,English - Teen,Not found
Hellboy,PG-13,English,2004,English - Teen,Not found
Justice League vs the Fatal Five,PG-13,English,2019,English - Teen,6.5
Admission,PG-13,English,2013,English - Teen,5.7
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,English,2016,English - Teen,Not found
The Interpreter,PG-13,English,2005,English - Teen,Not found
16 Blocks,PG-13,English,2006,English - Teen,Not found
Whip It,PG-13,English,2009,English - Teen,6.9
A Night at the Roxbury,PG-13,English,1998,English - Teen,6.2
Gridiron Gang,PG-13,English,2006,English - Teen,6.9
Step Up 2: The Streets,PG-13,English,2008,English - Teen,6.2
Save the Last Dance,PG-13,English,2001,English - Teen,6.2
Transcendence,PG-13,English,2014,English - Teen,Not found
Fantastic Beasts: The Crimes of Grindelwald,PG-13,English,2018,English - Teen,Not found
Catch Me If You Can,PG-13,English,2002,English - Teen,Not found
Crimewave,PG-13,English,1985,English - Teen,Not found
Undiscovered,PG-13,English,2005,English - Teen,4.2
Jersey Girl,PG-13,English,2004,English - Teen,6.2
Ouija: Origin of Evil,PG-13,English,2016,English - Teen,6.2
Mr. Nice Guy,PG-13,English,1997,English - Teen,6.2
Hearts in Atlantis,PG-13,English,2001,English - Teen,6.9
Mother's Day,PG-13,English,2016,English - Teen,6.2
Dirty Laundry,PG-13,English,2006,English - Teen,4.2
Kingpin,PG-13,English,1996,English - Teen,6.9
Takers,PG-13,English,2010,English - Teen,6.2
